scd,gender,age_grp,weekday,total_qty,total_amt,event_product,num_category,ctg_0,ctg_1,ctg_2,ctg_3,amt/qty
20230101963919,1,2,0,2,19.15802861600222,0,2,1,0,0,1,9.57901430800111
20230101963939,1,3,0,21,24.717844442739235,2,2,1,0,0,1,1.330553144554138
20230101963947,1,3,0,5,11.465424968821374,1,1,1,0,0,0,2.2930849937642748
20230101963983,0,4,0,2,8.876963340262272,0,1,1,0,0,0,4.438481670131136
20230101963994,1,3,0,44,175.3072676040138,0,5,1,1,1,1,6.081879503854822
20230101963998,1,3,0,9,78.66037521293663,3,6,1,1,1,1,8.740041690326292
20230101964020,0,5,0,3,25.196853701818316,0,2,1,0,1,0,8.398951233939439
20230101964022,1,3,0,4,11.683587647995452,0,1,0,0,1,0,2.920896911998863
20230101964026,0,5,0,1,9.104090572133472,0,1,0,1,0,0,9.104090572133472
20230101964053,1,3,0,1,9.365890072717148,0,1,1,0,0,0,9.365890072717148
20230101964102,0,2,0,2,21.530952699171902,0,2,1,0,0,1,10.765476349585951
20230101964116,1,4,0,1,8.980675603671708,0,1,0,1,0,0,8.980675603671708
20230101964120,1,4,0,16,104.23582370670192,0,5,1,1,1,1,7.275831392729281
20230101964158,0,5,0,2,10.929009300010009,0,1,0,0,1,0,5.464504650005004
20230101964169,0,5,0,4,18.698966471197586,0,2,1,0,1,0,4.674741617799397
20230101964190,1,3,0,3,11.172531548605455,1,1,1,0,0,0,3.7241771828684853
20230101964192,0,4,0,5,38.625944107563065,4,3,1,0,1,0,8.27802929298003
20230101964208,1,3,0,3,31.548991784755728,3,1,1,0,0,0,10.516330594918577
20230101964211,1,4,0,9,46.73454041906905,0,1,1,0,0,0,5.6148066503018494
20230101964224,1,3,0,8,64.52060873480802,0,4,1,0,0,1,8.499338095596112
20230101964230,0,5,0,16,13.663404286908538,1,1,0,0,0,1,0.8539627679317836
20230101964255,0,4,0,3,26.987094157748793,0,1,0,0,0,1,8.99569805258293
20230101964271,0,2,0,3,23.66212892579438,0,2,1,0,1,0,7.887376308598127
20230101964275,1,5,0,21,162.73721393778385,0,7,1,1,1,1,8.280277728570544
20230101964281,0,3,0,2,21.950744146505123,2,1,1,0,0,0,10.975372073252561
20230101964285,1,2,0,3,25.965296976860984,0,2,1,0,0,1,8.655098992286995
20230101964297,1,2,0,1,10.62582939137535,0,1,0,0,0,1,10.62582939137535
20230101964310,1,3,0,6,10.91368748329898,0,1,0,0,0,1,1.8189479138831635
20230101964329,0,5,0,16,114.49704318354976,0,2,0,1,1,0,7.990023607450605
20230101964349,0,3,0,2,15.789381700851248,0,1,0,0,1,0,7.894690850425624
20230101964352,1,3,0,1,9.103089181229208,0,1,0,1,0,0,9.103089181229208
20230101964377,1,2,0,3,27.383940166862466,0,2,1,1,0,0,9.127980055620823
20230101964379,1,4,0,1,9.94015693689314,0,1,1,0,0,0,9.94015693689314
20230101964380,1,3,0,1,10.283669040109793,0,1,0,0,1,0,10.283669040109793
20230101964392,0,5,0,2,10.990448898463375,0,1,0,0,1,0,5.495224449231688
20230101964395,0,3,0,1,9.911505324129712,1,1,0,0,0,1,9.911505324129712
20230101964402,0,3,0,10,71.26206626504857,0,4,1,1,1,1,8.081428328628451
20230101964425,1,3,0,24,21.42891379666481,0,1,1,0,0,0,1.0013689326884911
20230101964429,0,5,0,5,19.43721962558307,0,2,0,0,1,1,6.256388194949908
20230101964435,0,4,0,14,86.01192613215034,0,3,1,0,0,1,7.099841375739722
20230101964443,1,5,0,9,54.41929369549995,0,4,1,1,1,1,7.284649481473051
20230101964445,1,4,0,14,44.965510442447865,1,3,1,1,1,1,5.502021691881998
20230101964453,1,3,0,3,19.417591005413996,0,2,0,1,0,1,7.129557028074554
20230101964460,0,2,0,9,12.295744231025482,1,1,1,0,0,0,1.3661938034472758
20230101964464,1,3,0,13,56.11471063494182,0,4,1,0,1,1,5.0471138599995875
20230101964465,1,3,0,5,47.260817762948435,0,3,1,0,1,1,9.452163552589687
20230101964491,1,4,0,2,22.29061206643862,2,1,1,0,0,0,11.14530603321931
20230101964496,0,4,0,2,9.696893794766453,0,1,0,1,0,0,4.848446897383226
20230101964497,0,5,0,24,124.98590932051236,0,5,1,0,1,1,7.388959819921237
20230101964512,1,4,0,24,38.530514925869625,2,3,1,0,1,0,5.861182629880518
20230101964529,0,2,0,11,52.36671972126307,0,2,1,1,0,0,6.480845832999265
20230101964535,0,2,0,3,26.40127491228654,0,2,0,1,1,0,8.80042497076218
20230101964573,1,5,0,2,9.633579908183512,0,1,0,1,0,0,4.816789954091756
20230101964575,1,4,0,25,13.75610656587617,1,1,1,0,0,0,0.5502442626350468
20230101964578,0,3,0,9,80.59704446483074,0,6,1,1,1,1,8.955227162758971
20230101964579,1,4,0,3,9.295692039075686,0,1,0,1,0,0,3.0985640130252285
20230101964610,1,6,0,3,10.65892854926746,0,1,1,0,0,0,3.5529761830891533
20230101964619,1,3,0,5,18.002626094085787,0,1,1,0,0,0,3.733654819918833
20230101964623,1,2,0,2,10.990448898463375,0,1,0,0,1,0,5.495224449231688
20230101964632,1,3,0,2,18.814321512616306,0,1,1,0,0,0,9.407160756308153
20230101964643,1,2,0,2,10.990448898463375,0,1,0,0,1,0,5.495224449231688
20230101964648,0,4,0,13,41.877769989559326,4,2,1,0,0,1,7.697883768320208
20230101964653,1,3,0,2,11.057266457917814,1,1,1,0,0,0,5.528633228958907
20230101964656,0,3,0,1,9.959442464680574,0,1,1,0,0,0,9.959442464680574
20230101964674,1,3,0,1,10.34512385694912,0,1,0,0,1,0,10.34512385694912
20230101964678,1,4,0,7,22.541725155761647,2,1,0,0,0,1,3.282359532743026
20230101964694,1,4,0,2,15.681615304520284,0,2,1,0,1,0,7.840807652260142
20230101964713,1,3,0,1,10.1251099474784,1,1,0,0,0,1,10.1251099474784
20230101964743,0,5,0,6,46.94734416170749,0,3,1,0,0,1,8.386805436605716
20230101964760,1,2,0,18,122.08800659290556,0,5,1,1,1,1,7.420159867037216
20230101964817,0,2,0,3,11.705774743650837,1,1,0,0,0,1,3.901924914550279
20230101964822,0,2,0,1,10.395405548374493,1,1,1,0,0,0,10.395405548374493
20230101964825,1,4,0,4,31.32307761026184,2,2,1,0,0,1,8.673488745040178
20230101964855,0,4,0,1,8.37930948405285,0,1,1,0,0,0,8.37930948405285
20230101964891,1,4,0,1,10.190244196911408,1,1,1,0,0,0,10.190244196911408
20230101964902,0,3,0,8,55.80167503264474,1,5,1,1,1,1,8.200130812333237
20230101964921,0,3,0,1,10.595659257474392,1,1,0,0,1,0,10.595659257474392
20230101964926,0,3,0,1,10.217202802034723,1,1,1,0,0,0,10.217202802034723
20230101964930,1,3,0,2,11.447244958682427,1,1,1,0,0,0,5.723622479341214
20230101964935,1,3,0,8,12.671173651534213,1,1,0,0,0,1,1.5838967064417766
20230101964956,0,5,0,2,10.815388664108726,1,1,0,0,0,1,5.407694332054363
20230101964986,0,2,0,3,28.51700396753673,0,1,1,0,0,0,9.50566798917891
20230101964996,1,6,0,1,9.448648359810164,0,1,1,0,0,0,9.448648359810164
20230101965017,0,2,0,2,15.613820691332357,0,1,1,0,0,0,7.806910345666179
20230101965099,1,3,0,3,19.244604449095057,0,1,0,0,1,0,7.385480757210246
20230101965105,1,3,0,4,35.44437406027671,1,4,1,1,1,1,8.861093515069177
20230101965108,1,3,0,10,88.61258566946111,0,4,1,1,0,1,8.86125856694611
20230101965163,1,5,0,4,26.39383643549433,1,1,0,0,1,0,7.374688545984777
20230101965170,1,3,0,2,16.80136126930048,1,2,1,0,1,0,8.40068063465024
20230101965179,1,4,0,2,9.148784066277075,0,1,0,0,1,0,4.574392033138538
20230101965180,1,2,0,1,8.31238059678675,0,1,0,1,0,0,8.31238059678675
20230101965181,0,3,0,19,55.16989116895011,0,3,0,1,1,0,5.189323154125491
20230101965191,1,3,0,1,10.653794535823948,1,1,0,0,0,1,10.653794535823948
20230101965208,0,3,0,4,10.155840330434325,0,1,0,0,1,0,2.538960082608581
20230101965267,1,3,0,5,10.017307188735588,0,1,1,0,0,0,2.0034614377471174
20230101965277,1,3,0,7,20.76355047143462,0,1,1,0,0,0,3.6070437939413944
20230101965299,0,5,0,2,9.331761227180522,0,1,0,0,1,0,4.665880613590261
20230101965314,0,4,0,1,9.559305672844864,0,1,1,0,0,0,9.559305672844864
20230101965320,1,3,0,18,10.379814894894524,0,1,0,0,1,0,0.5766563830496958
20230101965352,0,4,0,4,10.13479766651673,0,1,0,1,0,0,2.5336994166291826
20230101965368,1,4,0,4,35.4012510520046,0,2,1,1,0,0,8.85031276300115
20230101965394,1,4,0,4,17.361548702063466,0,1,0,0,0,1,4.3403871755158665
20230101965435,0,3,0,3,20.283648538513944,0,1,0,0,0,1,7.547757126441354
20230101965451,0,3,0,1,9.907379967251472,0,1,0,0,0,1,9.907379967251472
20230101965471,1,3,0,7,12.483143618869516,1,1,1,0,0,0,1.7833062312670738
20230101965486,1,2,0,5,18.979933866132512,0,2,1,0,0,1,3.9621297990370627
20230101965507,1,4,0,1,9.933580192843298,0,1,1,0,0,0,9.933580192843298
20230101965560,0,2,0,2,18.981974203808928,2,2,1,0,0,1,9.490987101904464
20230101965592,1,2,0,2,9.690603690159534,0,1,1,0,0,0,4.845301845079767
20230101965615,1,2,0,5,26.42749561644022,0,2,0,1,0,1,5.886638692679704
20230101965671,1,4,0,5,11.6424262455806,1,1,1,0,0,0,2.32848524911612
20230101965696,1,5,0,1,10.283669040109793,0,1,0,0,1,0,10.283669040109793
20230101965700,0,3,0,6,51.95944718377079,0,3,1,0,1,1,8.659907863961799
20230101965709,0,3,0,6,32.60640062899561,3,1,0,0,0,1,6.464870134377811
20230101965718,1,4,0,4,11.49081277152463,0,1,1,0,0,0,2.8727031928811577
20230101965775,0,5,0,9,38.5555288215238,0,2,1,1,0,0,5.239246133543956
20230101965781,1,4,0,6,34.88156093619994,0,2,1,0,0,0,6.614014971356631
20230101965788,1,5,0,20,90.02976595717641,0,6,1,1,1,1,5.687180903526357
20230101965847,1,3,0,1,8.254268770090183,0,1,0,0,0,1,8.254268770090183
20230101965852,0,5,0,2,9.797182146165197,0,1,0,1,0,0,4.898591073082598
20230101965857,0,4,0,1,11.659939309494137,1,1,1,0,0,0,11.659939309494137
20230101965861,1,2,0,1,9.164296433474776,1,1,1,0,0,0,9.164296433474776
20230101965867,0,2,0,1,11.534931545232842,0,1,0,0,0,1,11.534931545232842
20230101965899,0,2,0,1,10.84546552414626,0,1,0,0,0,1,10.84546552414626
20230101965943,0,4,0,2,19.884382298982246,0,1,0,0,0,1,9.942191149491123
20230101965967,1,2,0,3,19.20049983347252,0,1,0,1,0,0,7.164053701401059
20230101965988,1,6,0,17,29.986281200917347,0,1,1,0,0,0,4.759264668782454
20230101965990,1,2,0,16,18.642640106391614,0,2,1,0,1,0,1.7362746050730131
20230101965993,1,3,0,10,18.47610562108544,0,1,0,0,1,0,1.8476105621085441
20230101966027,1,4,0,1,8.127699852817772,0,1,0,1,0,0,8.127699852817772
20230101966034,1,3,0,1,8.883640232503673,0,1,0,1,0,0,8.883640232503673
20230101966045,0,5,0,1,11.659939309494137,1,1,1,0,0,0,11.659939309494137
20230101966059,1,5,0,15,89.39885371624563,0,7,1,1,1,1,6.690624888010474
20230101966088,1,3,0,6,20.092019745054692,0,2,1,1,0,0,5.903726267732919
20230101966093,0,2,0,1,11.088873689986276,0,1,0,0,0,1,11.088873689986276
20230101966097,0,4,0,2,8.750683034784592,0,1,1,0,0,0,4.375341517392296
20230101966128,1,5,0,10,12.476523357145068,1,1,1,0,0,0,1.2476523357145068
20230101966158,1,4,0,2,9.633579908183512,0,1,0,1,0,0,4.816789954091756
20230101966173,0,4,0,9,37.3997013393993,0,2,1,0,1,0,5.027017751268559
20230101966217,0,4,0,5,27.982720463608477,0,3,0,1,1,1,7.134646552889812
20230101966241,1,3,0,1,9.125109227613525,1,1,1,0,0,0,9.125109227613525
20230101966262,1,4,0,5,41.52899494054827,0,3,0,1,1,1,8.305798988109654
20230101966265,0,2,0,1,9.311903687385623,0,1,1,0,0,0,9.311903687385623
20230101966266,0,2,0,1,9.414912537704955,0,1,1,0,0,0,9.414912537704955
20230101966283,1,4,0,1,10.246687109906768,1,1,0,0,0,1,10.246687109906768
20230101966298,1,4,0,4,19.78909753691017,0,1,0,1,0,0,4.947274384227542
20230101966299,1,5,0,5,11.62489608566766,1,1,1,0,0,0,2.324979217133532
20230101966300,0,3,0,2,10.990448898463375,0,1,0,0,1,0,5.495224449231688
20230101966368,1,3,0,6,31.655711014280634,0,1,0,0,0,1,5.908332533102794
20230101966369,0,2,0,5,44.712647537310424,0,2,0,1,0,0,8.942529507462085
20230101966395,1,2,0,2,10.154440804489605,1,1,0,0,0,1,5.077220402244802
20230101966397,1,5,0,2,10.797675814502336,0,1,1,0,0,0,5.398837907251168
20230101966401,0,3,0,1,8.962519832949532,0,1,0,0,0,1,8.962519832949532
20230101966459,0,3,0,7,29.515456018406816,0,2,0,1,0,1,7.008312635076862
20230101966493,0,3,0,1,10.172368995524192,0,1,1,0,0,0,10.172368995524192
20230101966498,1,2,0,1,7.926241523170962,0,1,0,0,1,0,7.926241523170962
20230101966517,1,3,0,3,24.336140263233833,0,2,1,0,1,0,8.112046754411278
20230101966521,1,4,0,9,48.86246638678903,0,5,1,1,1,1,6.451394619813435
20230101966528,0,4,0,1,9.282754052485227,1,1,1,0,0,0,9.282754052485227
20230101966530,1,3,0,1,8.734077192559303,0,1,1,0,0,0,8.734077192559303
20230101966556,0,3,0,3,28.950907426109367,0,2,1,0,0,0,9.65030247536979
20230101966561,1,4,0,2,10.76884282073053,1,1,1,0,0,0,5.384421410365265
20230101966578,1,3,0,10,34.40466621536561,3,2,1,0,0,1,5.981745473869285
20230101966584,1,4,0,24,66.87237331702387,6,3,1,0,0,1,4.2990410585019605
20230101966628,1,4,0,12,55.57738409770198,0,4,1,1,1,1,5.6871105756598075
20230101966641,0,3,0,5,10.999011744605005,1,1,0,0,0,1,2.199802348921001
20230101966658,0,4,0,27,98.8186593343499,0,5,1,1,1,1,4.60344222073503
20230101966666,1,3,0,2,10.726148691628156,1,1,1,0,0,0,5.363074345814078
20230101966676,1,4,0,4,34.35086758965074,0,2,0,1,0,1,8.587716897412685
20230101966684,0,4,0,60,13.400723636444466,1,1,1,0,0,0,0.2233453939407411
20230101966688,1,4,0,15,12.7837276020201,1,1,1,0,0,0,0.85224850680134
20230101966699,1,2,0,10,61.513125174217464,0,5,1,1,1,1,7.750108679865642
20230101966726,1,4,0,6,29.483335842199516,0,3,1,0,0,1,5.809902144858406
20230101966732,1,3,0,2,18.107956326427605,0,2,0,1,0,0,9.053978163213802
20230101966747,0,3,0,2,11.318964431519245,0,1,0,0,0,1,5.659482215759622
20230101966755,1,5,0,5,12.146672898248548,1,1,1,0,0,0,2.4293345796497094
20230101966757,0,5,0,1,9.069122370060644,0,1,0,1,0,0,9.069122370060644
20230101966800,0,4,0,2,17.882463847820453,0,2,0,1,1,1,8.941231923910227
20230101966827,1,4,0,2,11.261395299133936,1,1,0,0,0,1,5.630697649566968
20230101966829,1,2,0,7,60.44899994499323,0,3,1,0,0,1,8.635571420713319
20230101966834,0,4,0,2,20.34856156126458,2,2,0,0,1,1,10.17428078063229
20230101966853,0,5,0,10,76.6095343343558,0,4,1,1,0,1,7.905519697538263
20230101966874,1,6,0,1,9.055205875026193,0,1,0,1,0,0,9.055205875026193
20230101966882,1,3,0,11,29.023068919248324,0,2,0,1,0,1,4.248400386495165
20230101966893,1,4,0,4,20.62963082915764,0,2,0,0,0,1,7.135438019460207
20230101966936,1,5,0,6,53.264555505657675,0,3,1,0,0,1,8.877425917609612
20230101966939,1,5,0,6,28.48768555023537,0,1,0,1,0,0,4.747947591705895
20230101966961,0,3,0,3,30.42873100845315,3,2,1,0,0,1,10.142910336151049
20230101966975,0,3,0,5,25.793078888145182,0,3,1,0,1,1,6.707171883745855
20230101967021,0,3,0,1,9.911654115202522,0,1,1,0,0,0,9.911654115202522
20230101967041,1,6,0,2,19.440764891023584,0,1,1,0,0,0,9.720382445511792
20230101967054,1,3,0,2,20.44608998833541,2,2,1,0,0,1,10.223044994167704
20230101967068,0,4,0,1,10.077608912764743,0,1,1,0,0,0,10.077608912764743
20230101967070,1,4,0,3,11.443714712606106,0,1,0,0,1,0,3.814571570868702
20230101967083,0,2,0,8,68.97336148759089,0,5,1,1,1,1,8.621670185948862
20230101967144,1,3,0,3,9.602179736502537,0,1,1,0,0,0,3.2007265788341788
20230101967156,0,5,0,1,9.911654115202522,0,1,1,0,0,0,9.911654115202522
20230101967161,0,3,0,5,11.6424262455806,1,1,1,0,0,0,2.32848524911612
20230101967165,0,4,0,2,8.876963340262272,0,1,0,0,0,1,4.438481670131136
20230101967206,1,3,0,4,36.015670054019566,0,2,1,0,1,0,9.003917513504891
20230101967208,0,4,0,2,18.04485070702186,0,2,1,1,0,0,9.02242535351093
20230101967213,1,3,0,2,10.764857365510526,1,1,0,0,0,1,5.382428682755263
20230101967220,0,5,0,17,63.598710867996445,0,4,0,1,1,1,6.778302454630768
20230101967232,0,2,0,4,24.941385628651346,0,3,0,0,1,1,6.83737674071146
20230101967245,1,3,0,4,19.08409217176595,0,2,0,1,1,0,4.771023042941487
20230101967247,0,3,0,4,19.38120738031907,0,1,0,0,1,0,4.845301845079767
20230101967268,1,3,0,6,44.59205019037608,0,2,0,1,1,0,7.972191238933339
20230101967280,0,4,0,4,34.754738270924776,0,3,1,0,0,1,8.688684567731194
20230101967283,1,3,0,33,59.58963314391067,5,2,1,0,0,1,2.094495159181241
20230101967305,0,3,0,5,33.44195232942327,1,2,1,0,1,0,7.313909364827708
20230101967328,0,2,0,9,20.19865321445402,0,2,1,0,0,0,3.1922577557047864
20230101967332,1,4,0,5,20.046691770492664,0,2,1,1,0,0,4.157463686711079
20230101967340,1,2,0,14,73.14677187840874,0,3,0,1,0,1,7.460473900747282
20230101967400,0,5,0,2,9.40689351101686,0,1,0,0,1,0,4.70344675550843
20230101967404,1,3,0,17,120.97176090404585,0,3,1,1,0,0,7.691809745142036
20230101967409,1,3,0,2,11.206631256306466,0,1,1,0,0,0,5.603315628153233
20230101967413,0,3,0,8,11.762539559613977,0,1,0,0,0,1,1.470317444951747
20230101967425,0,2,0,3,25.58931069340753,0,3,1,1,1,0,8.529770231135844
20230101967468,0,4,0,6,11.25318276120769,1,1,0,0,0,1,1.8755304602012817
20230101967489,0,2,0,41,58.30336888004801,0,6,1,1,1,1,3.229348232087333
20230101967526,1,3,0,4,11.560238348020846,1,1,1,0,0,0,2.8900595870052115
20230101967564,0,3,0,1,10.21008950984042,1,1,1,0,0,0,10.21008950984042
20230101967609,0,3,0,3,17.639443954410453,0,2,1,0,0,1,6.605556742950913
20230101967711,1,2,0,10,10.541940926673426,0,1,0,0,1,0,1.0541940926673425
20230101967715,0,4,0,2,10.725049935309642,1,1,0,0,0,1,5.362524967654821
20230101967823,1,4,0,1,10.35134142713608,1,1,1,0,0,0,10.35134142713608
20230101967842,1,2,0,5,9.727704572581755,0,1,0,0,1,0,1.9455409145163511
20230101967851,1,5,0,4,22.880768677104438,2,1,1,0,0,0,5.7201921692761095
20230101967886,0,3,0,30,87.839103569611,0,6,1,1,1,0,5.130071309281741
20230101967892,0,5,0,2,9.148784066277075,0,1,1,0,0,0,4.574392033138538
20230101967896,1,5,0,4,26.797899407536754,0,3,0,1,0,0,7.358134423626388
20230101967913,1,4,0,7,21.706865960049488,2,2,1,0,0,1,5.81315122221192
20230101967916,1,3,0,6,37.816456605835526,0,3,1,1,0,1,6.954878318489476
20230101967921,1,2,0,2,19.698114008412787,0,2,1,0,1,0,9.849057004206394
20230101967938,1,5,0,12,9.971566673346722,0,1,1,0,0,0,0.8309638894455601
20230101967991,1,4,0,4,31.51315597252922,3,2,1,0,0,1,8.613387822473976
20230101968025,1,3,0,32,148.95749164865407,0,7,1,1,1,1,5.972638777784166
20230101968031,1,4,0,29,72.45041267884275,0,5,1,1,1,1,4.077155068583817
20230101968073,0,2,0,9,53.029118350761195,0,3,0,1,1,1,6.477821977245782
20230101968076,0,3,0,9,38.589192057179815,1,4,1,1,1,0,6.4155684998311795
20230101968081,1,4,0,2,20.80869115205461,0,1,0,0,0,1,10.404345576027305
20230101968087,1,4,0,16,19.022370670148767,0,1,0,0,1,0,1.259644921336775
20230101968092,0,5,0,15,10.757498543639835,0,1,0,0,1,0,0.717166569575989
20230101968095,1,3,0,26,92.30977118359893,0,5,1,1,1,0,6.334254413339335
20230101968099,0,4,0,2,10.745981033208576,1,1,0,0,0,1,5.372990516604288
20230101968102,0,5,0,18,101.90509383568173,0,5,1,1,1,1,7.0209774106881255
20230101968121,1,4,0,5,29.38150380019058,0,3,1,0,1,0,6.82653577180496
20230101968131,0,4,0,2,18.849022703332487,0,2,1,0,0,1,9.424511351666244
20230101968152,0,4,0,5,28.460004261282634,0,3,1,0,0,1,6.172357455523437
20230101968154,1,3,0,3,21.18701051538586,0,2,1,1,0,0,7.693415444509965
20230101968155,1,2,0,10,81.33390986015382,1,3,1,0,1,0,8.511126792049579
20230101968178,0,5,0,2,19.698114008412787,0,2,1,0,1,0,9.849057004206394
20230101968180,0,4,0,5,10.401744520626265,0,1,0,1,0,0,2.0803489041252528
20230101968182,1,5,0,1,10.627430633893226,1,1,1,0,0,0,10.627430633893226
20230101968239,0,3,0,12,60.229873040806574,0,4,1,1,1,1,6.732302370528025
20230101968265,0,4,0,3,18.589230334404466,0,1,0,0,1,0,6.87039171851062
20230101968276,0,3,0,1,9.959442464680574,0,1,1,0,0,0,9.959442464680574
20230101968303,1,4,0,11,85.4501119171026,0,5,1,1,1,1,8.054221030615697
20230101968307,1,3,0,4,26.694153398203397,0,3,1,1,0,1,7.350693082880983
20230101968326,1,3,0,1,8.699681400989514,0,1,0,0,0,1,8.699681400989514
20230101968332,1,5,0,3,27.628016507359597,0,2,0,1,0,1,9.209338835786532
20230101968338,0,3,0,2,9.748294663130428,0,1,1,0,0,0,4.874147331565214
20230101968465,1,2,0,1,8.792853288640693,0,1,1,0,0,0,8.792853288640693
20230101968466,0,2,0,1,10.11662117122102,1,1,1,0,0,0,10.11662117122102
20230101968479,1,3,0,1,10.297318579745925,0,1,0,0,1,0,10.297318579745925
20230101968481,1,3,0,14,68.47151617632697,0,4,1,1,1,1,7.089739154830548
20230101968508,1,3,0,1,8.671629544720656,0,1,0,0,0,1,8.671629544720656
20230101968510,1,2,0,2,17.470473520635757,0,2,0,1,1,0,8.735236760317878
20230101968526,1,4,0,5,43.96175341052103,0,3,1,1,0,0,8.792350682104205
20230101968536,0,3,0,1,9.285726098882073,0,1,1,0,0,0,9.285726098882073
20230101968561,0,5,0,1,10.297318579745925,0,1,0,0,1,0,10.297318579745925
20230101968586,1,3,0,9,64.86536161882543,0,2,1,1,0,0,7.874046235479944
20230101968606,0,4,0,5,29.252141230102097,1,2,1,0,0,1,7.627555138016763
20230101968607,1,3,0,6,36.2701734349288,0,3,1,1,0,0,6.9129083775703135
20230101968626,1,4,0,2,9.152605321324945,0,1,0,1,0,0,4.576302660662472
20230101968670,0,2,0,17,29.50419975310559,0,2,0,1,1,0,2.5812302839324324
20230101968701,1,3,0,5,43.90231468249426,0,2,1,1,0,0,8.780462936498852
20230101968717,1,5,0,1,10.028003427233696,0,1,0,0,1,0,10.028003427233696
20230101968731,1,3,0,4,20.833993160393682,0,1,1,0,0,0,5.2084982900984205
20230101968737,1,4,0,3,20.99716570590196,2,1,0,0,0,1,7.8173203691235695
20230101968748,0,5,0,1,8.888342869109282,0,1,0,1,0,0,8.888342869109282
20230101968756,1,4,0,8,44.479569135218966,0,2,0,0,1,1,6.605826862688156
20230101968758,1,6,0,7,42.170272953091285,0,3,1,1,0,0,6.626290336772375
20230101968782,1,5,0,3,21.581892985050832,2,1,0,0,0,1,8.11339984058037
20230101968788,1,3,0,3,11.356809521944356,1,1,1,0,0,0,3.785603173981452
20230101968796,1,4,0,3,11.443714712606106,0,1,0,0,1,0,3.814571570868702
20230101968824,1,3,0,1,12.086291990961044,1,1,0,0,0,1,12.086291990961044
20230101968857,0,3,0,1,9.972500423823082,1,1,0,0,0,1,9.972500423823082
20230101968874,1,3,0,1,10.34512385694912,0,1,0,0,1,0,10.34512385694912
20230101968901,1,4,0,1,9.94015693689314,0,1,1,0,0,0,9.94015693689314
20230101968903,0,3,0,2,9.148784066277075,0,1,1,0,0,0,4.574392033138538
20230101968932,1,4,0,1,8.850230965588816,0,1,0,1,0,0,8.850230965588816
20230101968943,1,4,0,6,10.916777945328231,1,1,1,0,0,0,1.8194629908880386
20230101968959,0,2,0,5,19.767597402996856,0,1,0,0,1,0,4.1750991585798065
20230101968969,1,5,0,5,11.269464403830575,1,1,1,0,0,0,2.253892880766115
20230101969014,0,3,0,2,18.909980885920298,0,1,1,0,0,0,9.454990442960149
